1006.2,0.073931,0.042593,919.57,0.068365,0.020462,996.44,0.046182,467.29,0.046168,0.038479,264.21,0.07236,469.1,1233.4,888.61,0.012963,0.0014111,0.089249,0.043713,989.67,536.75,0.047297,0.011087,0.067547,0.074967,0.047653,0.0022151,0.0076936,717.91,0.0047767,0.0014634,251.33,689.24,720.28,0.06765,1514,0.0082698,0.044666,0.022507,0.0040778,0.035649,0.075567,0.08557,0.095641,0.10107,1219.8,0.037695,0.0040864,0.068259,1046.9,1442.8,0.024425,0.010269,0.0052825,0.0020801,0.034997,0.032525,1477.6,0.023268,259.9,1340.1,0.041983,1255.1,0.0038305,0.010788,518.22,0.074712,0.0033998,0.096604,857.22,1476,0.0028853,0.057186,303.53,0.0098852,0.01362,0.0029023,0.0038481,0.0018485,0.031369,0.024474,0.014058,0.12929,1031.1,0.047152,0.0070609,0.0096262,1210.9,0.0723,0.028442,0.00869,0.0058855,0.24169,269.06,0.023831,0.0037982,0.0092341,1035.8,0.059393,0.054452,0.03854,1040.9,0.017975,0.002253,0.024074,0.13154,0.0064774,0.0026963,0.030684,0.0021475,0.044933,0.026663,261.79,536.74,0.0056638,711.16,0.0045286,294.9,0.0043678,0.039815,879.14,0.099808,0.019086,0.062391,0.0072512,0.001971,0.058108,0.13118,0.023775,0.012209,0.019517,0.011168,1228.5,0.032548,1399.9,0.0071736,0.034991,894.61,1017.3,0.04935,0.04087,0.00027346,0.0048856,1180.8,0.0085119,835.02,1229.3,0.0050775,1162.8,0.028593,881.84,0.12674,0.052265,0.1067,260.41,0.019563,0.0055911,0.0076518,0.0062184,0.0054808,0.0043676,0.009362,0.027627,0.021775,0.037614,1379.9,0.0042153,1221.8,0.0015654,310,0.034966,0.014395,0.0031557,0.16126,843.52,0.012707,0.020149,0.00069622,0.046041,0.0036789,0.0025658,0.0058989,688.39,0.095434,0.064833,0.036285,1412.6,0.014496,0.0026959,0.0046274,0.0054996,709.31,1191.5,279.26,0.044064,0.0031444,0.0030095,0.10514,0.0093811,0.023471,556.04,0.0014197,0.053445,1352.7,669.44,0.0033196,0.0062957,0.038652,0.011475,0.081382,0.020191,0.003614,0.07138,0.084148,0.0068141,487.74,0.11456,0.015522,1181.9,0.00067801,0.069105,0.010122,696.48,0.060691,0.0031965,0.044024,0.022997,0.0054494,516.23,0.072321,0.02972,0.0032423,0.0055662,0.020367,0.043256,1342.6,0.053732,0.075572,0.05849,0.041651,0.00083861,703,0.001687,997.54,0.002636,0.029281,0.094335,693.15,0.0056546,0.031531,0.0049415,0.10114,1168.4,0.082645,0.0017398,0.016933,0.0020045,0.019358,1315.1,884.48,0.0020635,0.042591,0.032459,1013.4,0.0027704,0.011324,0.049372,0.032754,0.031106,1405.8,0.098217,0.059814,1212.2,0.026465,0.0894,0.17523,0.0077605
2506.6,11.283,5.6635,2768.8,9.6141,2.6059,2475,6.1884,3851.1,5.7633,4.8202,4216.5,10.537,3655.6,3341.7,2929.1,1.642,0.16434,13.129,6.4918,2687.3,3004.9,7.0128,1.4876,10.539,11.379,6.6616,0.2763,1.0233,1595.4,0.61003,0.18987,2909.9,2716.1,1731.1,9.837,5621,1.0985,6.2884,2.9186,0.51693,5.2112,12.054,12.083,12.893,14.344,3053,6.2107,0.56379,8.716,2730.3,6710,3.1411,1.3466,0.65573,0.24974,5.4936,4.573,4705.4,3.0287,3429.8,2441.7,5.7753,3610.2,0.45976,1.4697,3380.5,12.528,0.41321,12.594,1923.5,8453.8,0.35264,7.4186,4814.1,1.2249,2.1287,0.36967,0.50327,0.2183,3.9388,3.5928,1.8488,18.781,2811.5,6.2222,0.88414,1.5403,3056.7,11.511,3.6988,1.0671,0.77894,35.127,3734.3,3.1083,0.44066,1.1973,3087.9,7.7921,7.9795,5.7972,3080.1,2.7348,0.27649,3.1573,21.041,0.77056,0.35194,3.7866,0.26619,6.3109,3.0709,2839.4,3113.5,0.82549,2126.1,0.57765,4621.9,0.5606,5.159,2763.5,13.792,2.8808,9.0175,0.88065,0.24803,7.6083,20.639,3.2304,1.635,2.5273,1.4296,2517.1,4.2051,4365.5,0.91941,4.9468,2894.9,2506.9,6.4254,6.0603,0.039693,0.64979,4572.6,1.1622,1847.3,2937.1,0.59965,1991.9,3.4988,2832.1,17.876,7.9534,16.404,4667.9,2.441,0.73414,0.99777,0.83408,0.72624,0.58905,1.1571,3.5201,2.7736,4.6011,2895.1,0.55603,3038.7,0.18921,5666.1,4.6286,2.1123,0.39059,27.903,2303.3,1.5402,2.7156,0.089235,5.8344,0.45003,0.34235,0.76383,2608,13.359,9.8442,4.8617,4333.4,1.7991,0.34835,0.6176,0.66509,1832.3,2520.7,3440.2,6.3626,0.40112,0.39081,15.93,1.1841,3.5882,2933.2,0.2009,7.4144,3297.4,2900,0.41564,0.85249,5.5161,1.509,11.99,3.2531,0.51658,9.2519,12.445,0.97529,3250.4,19.927,2.1211,2353.1,0.091605,8.9167,1.3014,2953.9,8.8638,0.39735,6.0689,3.0693,0.67837,4801.4,11.036,4.0105,0.41971,0.70312,2.6814,6.7783,3037.1,8.5563,10.473,7.7379,5.9406,0.11606,3000.1,0.20948,2853.6,0.34653,3.4439,14.605,1800.9,0.72931,4.0212,0.77462,13.911,2640.1,11.953,0.22271,2.4431,0.25295,2.7337,2910.1,2701.9,0.23181,6.1707,4.2503,2601,0.35678,1.5234,6.9928,4.9112,4.2679,6553.2,13.51,8.66,2471.4,3.6096,13.203,24.989,1.1621
50.066,3.3591,2.3798,52.619,3.1007,1.6143,49.75,2.4877,62.057,2.4007,2.1955,64.935,3.2461,60.462,57.808,54.121,1.2814,0.40539,3.6234,2.5479,51.839,54.817,2.6482,1.2197,3.2464,3.3733,2.581,0.52564,1.0116,39.943,0.78104,0.43574,53.944,52.117,41.607,3.1364,74.973,1.0481,2.5077,1.7084,0.71898,2.2828,3.4719,3.4761,3.5907,3.7874,55.254,2.4921,0.75086,2.9523,52.252,81.915,1.7723,1.1604,0.80977,0.49974,2.3438,2.1385,68.596,1.7403,58.564,49.413,2.4032,60.085,0.67806,1.2123,58.142,3.5395,0.64281,3.5488,43.858,91.945,0.59383,2.7237,69.384,1.1067,1.459,0.608,0.70941,0.46723,1.9846,1.8955,1.3597,4.3337,53.024,2.4944,0.94029,1.2411,55.288,3.3928,1.9232,1.033,0.88258,5.9268,61.109,1.763,0.66383,1.0942,55.569,2.7914,2.8248,2.4077,55.498,1.6537,0.52582,1.7769,4.587,0.87782,0.59325,1.9459,0.51594,2.5122,1.7524,53.286,55.799,0.90857,46.109,0.76003,67.984,0.74873,2.2713,52.569,3.7138,1.6973,3.0029,0.93843,0.49802,2.7583,4.5431,1.7973,1.2787,1.5898,1.1956,50.171,2.0506,66.072,0.95886,2.2241,53.804,50.069,2.5348,2.4618,0.19923,0.8061,67.621,1.0781,42.98,54.195,0.77437,44.63,1.8705,53.218,4.228,2.8202,4.0502,68.322,1.5624,0.85682,0.99888,0.91328,0.8522,0.76749,1.0757,1.8762,1.6654,2.145,53.806,0.74568,55.125,0.43498,75.274,2.1514,1.4534,0.62497,5.2824,47.993,1.241,1.6479,0.29872,2.4155,0.67084,0.58511,0.87398,51.069,3.655,3.1375,2.2049,65.829,1.3413,0.59021,0.78587,0.81553,42.806,50.206,58.653,2.5224,0.63334,0.62515,3.9912,1.0882,1.8942,54.159,0.44822,2.7229,57.423,53.851,0.6447,0.9233,2.3486,1.2284,3.4626,1.8036,0.71873,3.0417,3.5277,0.98757,57.012,4.464,1.4564,48.509,0.30266,2.9861,1.1408,54.35,2.9772,0.63036,2.4635,1.7519,0.82363,69.292,3.322,2.0026,0.64785,0.83852,1.6375,2.6035,55.11,2.9251,3.2362,2.7817,2.4373,0.34067,54.773,0.45769,53.419,0.58867,1.8558,3.8217,42.437,0.854,2.0053,0.88013,3.7297,51.382,3.4573,0.47192,1.5631,0.50294,1.6534,53.945,51.98,0.48147,2.4841,2.0616,51,0.59731,1.2343,2.6444,2.2161,2.0659,80.952,3.6756,2.9428,49.714,1.8999,3.6336,4.9989,1.078
1004,2.2204e-18,2.2204e-18,923,2.2204e-18,2.2204e-18,993,2.2204e-18,469,2.2204e-18,2.2204e-18,259,2.2204e-18,471,1235,890,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,988,543,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,720,2.2204e-18,2.2204e-18,242,694,723,2.2204e-18,1505,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1221,2.2204e-18,2.2204e-18,2.2204e-18,1046,1430,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1472,2.2204e-18,255,1337,2.2204e-18,1257,2.2204e-18,2.2204e-18,523,2.2204e-18,2.2204e-18,2.2204e-18,853,1460,2.2204e-18,2.2204e-18,308,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1029,2.2204e-18,2.2204e-18,2.2204e-18,1213,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,263,2.2204e-18,2.2204e-18,2.2204e-18,1032,2.2204e-18,2.2204e-18,2.2204e-18,1038,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,252,541,2.2204e-18,715,2.2204e-18,297,2.2204e-18,2.2204e-18,881,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1231,2.2204e-18,1390,2.2204e-18,2.2204e-18,898,1016,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1182,2.2204e-18,830,1232,2.2204e-18,1165,2.2204e-18,882,2.2204e-18,2.2204e-18,2.2204e-18,255,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1377,2.2204e-18,1223,2.2204e-18,322,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,844,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,693,2.2204e-18,2.2204e-18,2.2204e-18,1404,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,713,1194,275,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,562,2.2204e-18,2.2204e-18,1347,673,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,490,2.2204e-18,2.2204e-18,1185,2.2204e-18,2.2204e-18,2.2204e-18,701,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,516,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1339,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,706,2.2204e-18,995,2.2204e-18,2.2204e-18,2.2204e-18,698,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1171,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1311,887,2.2204e-18,2.2204e-18,2.2204e-18,1011,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18,1397,2.2204e-18,2.2204e-18,1214,2.2204e-18,2.2204e-18,2.2204e-18,2.2204e-18
0.10526,45.764,56.06,-0.14321,45.661,79.223,0.15368,54.11,-0.079114,52.21,57.251,0.088847,45.136,-0.068744,-0.072786,-0.064982,99.076,287.94,40.797,58.612,0.078613,-0.26448,56.322,110.33,48.358,45.234,54.493,237.8,131.81,-0.15373,163.83,298.38,0.27364,-0.20652,-0.17555,46.639,3.7194,127,56.416,76.229,176.7,64.331,46.443,40.861,37.761,37.687,-0.062181,66.441,184.38,43.441,0.052624,6.1024,72.84,113.27,153.79,240.93,67.257,66.015,4.2234,75.103,0.12986,1.6361,57.456,-0.073188,177.6,112.84,-0.17816,47.618,189.6,36.972,0.20656,7.4034,206.23,47.845,-0.18331,112.22,107.52,209.81,184.92,253.49,63.571,77.683,96.969,33.789,0.066693,53.143,133.48,129.21,-0.074784,47.203,67.973,119.18,150.35,24.884,0.15359,74.236,175.43,118.77,0.16132,47.279,52.15,62.788,0.10745,92.252,234.16,73.976,35.106,135.97,220.74,63.716,240.92,56.096,66,0.38189,-0.16436,160.74,-0.23553,168.23,-0.097971,171.88,57.327,-0.096212,37.526,89.2,48.346,129.76,253.27,47.766,35.097,75.862,105.06,81.679,107.36,-0.10558,63.221,4.8567,133.98,63.741,-0.14266,0.07874,51.638,60.455,728.72,165.48,-0.034376,127.13,0.25937,-0.11786,152.96,-0.099719,65.667,-0.028582,33.59,54.226,38.255,0.10294,80.241,153.68,130.86,147.22,155.82,176.08,115.25,68.102,76.765,57.301,2.1613,177.3,-0.043366,278.5,-0.3394,61.672,101.26,198.4,33.074,-0.037996,97.884,82.094,429.93,52.841,182.79,228.41,148.43,-0.23556,38.544,48.682,61.032,1.8813,92.849,219.62,170.22,148.78,-0.20619,-0.11482,0.060122,57.531,201.87,208.27,38.257,116.3,80.976,-0.25714,316.28,51.205,4.234,-0.17671,194.74,147.2,61.019,107.34,42.799,89.53,199.26,42.892,42.183,145.29,-0.11744,39.322,94.065,-0.13681,447.01,43.42,112.97,-0.1784,49.311,197.49,56.171,76.507,151.73,0.0076875,46.141,67.668,201.54,151.01,80.698,60.451,4.2488,54.679,43.034,47.845,58.743,407.06,-0.12774,271.75,0.12901,223.84,63.611,40.847,-0.30477,151.42,63.831,178.59,37.099,-0.10865,42.114,271.61,92.669,251.34,85.687,5.224,-0.11081,233.98,58.639,63.704,0.11048,216.11,109.23,53.809,67.872,66.636,9.7841,37.614,49.401,-0.072397,72.01,40.883,28.824,139.16
1.7933,2109.5,3154.2,1.863,2099.1,6301.9,1.8199,2941.7,1.8154,2737.7,3289.8,1.8079,2050.2,1.8033,1.7955,1.8539,9838.6,83084,1673.6,3454.3,1.7775,1.8896,3191,12205,2353.3,2057.5,2987.3,56666,17414,1.9076,26892,89198,1.9983,1.8566,1.8989,2188.7,48.974,16162,3198.5,5835.1,31283,4157.4,2179.1,1680.3,1435.2,1429.5,1.8002,4435.7,34100,1896.5,1.7781,76.427,5326.1,12861,23721,58194,4542.9,4375.9,79.882,5662.8,1.8916,22.087,3314.1,1.7858,31636,12783,1.8121,2279.9,36045,1376.6,1.8696,113.81,42615,2300.3,1.8965,12621,11603,44083,34291,64420,4060.2,6053.2,9427.5,1151.8,1.7719,2837.6,17856,16730,1.7908,2241.7,4643.5,14239,22661,629.3,1.9068,5530.2,30882,14137,1.8295,2248.9,2734.2,3961.8,1.8073,8533.7,54994,5485.8,1241.7,18546,48872,4078.6,58183,3158.1,4374.3,2.2442,1.8212,25888,1.9244,28368,1.8623,29619,3302.7,1.8411,1420.9,7980.8,2348.7,16879,64281,2296,1247.6,5775.4,11071,6690.3,11558,1.8016,4011.4,67.838,17989,4075.2,1.8613,1.7902,2680.8,3669.1,5.3116e+05,27458,1.7725,16217,1.8959,1.8073,23459,1.7913,4328.9,1.842,1137.2,2955.4,1475.4,1.7423,6467.2,23681,17166,21725,24330,31064,13321,4651.6,5914.7,3299.4,27.392,31505,1.7821,77727,1.8999,3813.7,10283,39429,1104.8,1.8361,9602.8,6764.5,1.8518e+05,2811.8,33491,52256,22069,1.8652,1496,2384.3,3741.3,19.54,8649.6,48369,29038,22204,1.9085,1.7898,1.9817,3326.6,40837,43485,1475.5,13561,6579,1.867,1.002e+05,2635.6,82.116,1.8239,38023,21738,3739.2,11552,1843.4,8034.4,39780,1852.4,1791.2,21159,1.8309,1560.8,8870.7,1.7926,2.0008e+05,1895.3,12792,1.8261,2444.9,39058,3168.1,5877.6,23101,1.7997,2139.5,4598.3,40889,22858,6535.5,3670.7,70.1,3003.6,1862.1,2303.2,3464.6,1.6602e+05,1.8094,73967,1.7949,50211,4061.8,1682.6,1.9615,22985,4089.7,31973,1385.6,1.7878,1785.9,73870,8619.4,63281,7365.9,103.64,1.8567,54885,3456.9,4071.2,1.7903,46804,11957,2909.4,4621.9,4455.6,185.18,1423.2,2451.4,1.7924,5201.9,1682.1,839.7,19400
0.049183,843.2,706.48,0.002261,537.17,881.92,0.0027153,1044.7,1266.1,1426.2,1195.5,0.01575,712.34,0.0024785,0.016005,0.0019936,1139.9,1446.3,538.72,1167.6,0.066597,1358.5,325.21,1208.1,1385.6,1344.8,523.63,1304.8,673.19,0.1116,1478.8,1079.4,0.0023162,267.15,0.12967,1209.2,0.0082329,1406.6,1207,1372.3,883.49,1355.6,557.15,1205.8,821.97,1344.8,0.02117,717.31,1211.7,1013.5,0.018159,0.0030311,999.94,1374.2,854.84,1468.6,844.9,705.86,262.44,1398.6,1188.1,0.027801,692.71,0.0045759,882.08,1184.3,0.016427,1028.1,1071.6,1044.9,0.047834,0.0019442,1378.3,280.76,711.69,849.14,1025.5,472.16,276.5,1218.1,859.08,1205.2,1403.5,1027.3,293.17,522.33,851.19,1021.6,0.0047409,731.86,709.16,1358.8,278.35,1320.8,0.0026226,1004.1,1270,689.35,0.0021793,1370.1,539.95,1332.8,0.0012147,1384.8,1426.8,847.33,566.86,1193.6,496.61,1230.1,1017.6,1337.6,248.12,0.0015564,1397.4,306.75,0.039369,934.87,1428.9,1017.9,515.99,1456.2,1348.3,869.34,1384.5,256.63,1413.9,1196,1354.1,1162.4,1229.6,1003,858.82,0.0095076,872.74,284.34,271.72,709.56,0.0027026,0.059709,699.31,318.86,700.86,698.07,0.0087842,1055,0.13185,0.0087783,1254.8,0.11213,1036.6,0.0049027,534.5,846.01,1025.5,0.017252,689.78,895.82,679.08,1395.3,493.58,998.5,1283.3,1205.2,1220.3,830.51,0.042205,1305,0.0039647,1094.7,0.080906,714.56,1029.6,865.76,952.82,0.0051016,1194.1,688.96,695.41,1215.3,1254,707.1,271.66,0.027934,537.97,717.51,1345.8,0.0010723,1425.6,1512.7,1255.8,845.97,0.019492,0.081828,0.007768,1194.1,1231.6,877.64,1202.7,1389.8,1328.3,0.036067,1335.5,1394.7,0.010036,0.0012649,1054.1,1303.4,1386,892.71,1333.8,1031.8,854.35,1321.9,832.76,503.45,0.0088966,859.9,869.75,0.0086542,1531.6,501.3,695.93,0.0026638,1204.8,1281.4,700.63,487.82,478.03,980.7,849,290.97,488.3,1338.5,863.86,838.07,0.03733,344.94,1384,1002.9,1335.5,500.13,0.012688,1023,0.03482,1199.5,1192.3,1208.3,0.039799,1054.6,1370.4,1014.8,847.96,0.044109,714.07,489.42,1356.4,1299.3,699.26,0.072094,0.0021211,461.36,855.74,707.22,0.057428,867.47,1211.5,1371.9,1351.1,1391.7,0.039555,1391.2,1152.4,0.093367,847.86,850.89,552.23,841.11
7.6013,2035.2,2417.7,0.32167,3272.3,2575.5,0.31244,2832.8,3539,3630.1,2474.4,1.9536,1839,0.30019,2.2671,0.22906,2117.1,9266.4,3131.9,2471.7,9.0762,2785.1,5269.1,2575.7,3546.9,3405.3,3416.2,3526.7,2239.7,16.709,4271.2,3043.2,0.2765,3829.4,18.654,2666.1,1.0129,3724.6,2583.1,4306,2401,2745.8,2441.1,2783.3,1749.8,3821.1,2.9716,1572.6,2779.5,2919.9,2.5299,0.41165,2648.7,5791.7,2660.3,6364,1728.6,1820.1,3235.8,4414,2698.8,3.825,2035.7,0.54546,2831.2,2435.3,2.342,2508.6,2700.1,2841.3,6.6314,0.27427,5074.2,5085,2212.6,2342.3,2648.8,3558.9,3256.8,2711.5,2140.3,2630.7,4798.5,2575.9,5504.5,3859,2176,2592.2,0.59125,1714.5,2716.6,4940.3,3589.4,2049.5,0.33579,2741.4,3318.8,2851.4,0.26736,4846.3,3360,2885.1,0.14725,3506.4,5049.8,2144.6,2718.6,2938,3784.8,2885.4,2693.8,3895.2,3414.6,0.19334,3314.5,3404.4,5.2279,3462.2,3334.2,2987,3791.6,7446.5,2698.6,1863.7,4372.5,3536.7,4291.2,2753.3,2460.2,2451.2,2972.8,2742.6,2346.7,1.2266,2333.3,3533.9,3800.6,2006.7,0.35326,7.86,2190.9,5491.3,2986.9,3270.2,1.1257,3121.5,18.979,1.1054,3178.5,19.22,2990.9,0.61927,3136.2,1917.4,2493.6,2.0974,3669.7,2505.2,3214.2,4215.1,3598,2595.3,3396.5,2986.7,3188.1,2003.4,6.2462,3293.8,0.51866,3846.3,11.488,2555.9,3019,2546.2,3092.8,0.6114,2562.5,3228.6,3337.2,2803.4,3243.8,3230.6,3836.1,3.4406,3495.3,2029.4,3157.9,0.14853,3985.5,10847,3382.7,2322.3,3.0697,10.378,1.0119,2673.1,2704.5,2788,2423.9,4324.2,2440,5.8132,3217.5,4030.8,1.5968,0.15003,3004.3,3124.6,5095.3,2155.9,2405.2,2756,2031.4,2584.8,1676.8,3538.2,1.1691,1868.5,2253.7,1.1728,6647.4,3521.4,2432.2,0.33956,2811.7,3735.7,1918.3,3367.8,3588,4116.5,1992.5,4290.7,3633.2,5467.5,2081.1,1890.3,4.9657,5731,3052.7,2587.2,4076.7,3719.2,1.7481,2579,4.6224,2682.2,2753.1,2714.3,5.5127,2671.1,5864.5,2375.8,1889.5,6.2545,1952.3,3752,3857.9,3577.2,2036.3,10.837,0.25325,3561.1,1858.9,2195.5,8.2399,2420.5,2569.4,4735.9,4227.6,5378.1,6.1202,4319.9,1958.2,14.212,2108.1,1886.3,3113.2,1866.4
2.757,45.113,49.17,0.56716,57.204,50.75,0.55897,53.224,59.49,60.251,49.743,1.3977,42.884,0.5479,1.5057,0.4786,46.012,96.262,55.963,49.716,3.0127,52.774,72.589,50.751,59.556,58.355,58.448,59.386,47.326,4.0876,65.355,55.165,0.52583,61.882,4.3191,51.634,1.0064,61.029,50.824,65.62,49,52.4,49.407,52.757,41.83,61.815,1.7238,39.656,52.721,54.036,1.5906,0.6416,51.465,76.103,51.578,79.775,41.577,42.663,56.884,66.438,51.95,1.9558,45.118,0.73855,53.209,49.349,1.5303,50.086,51.962,53.304,2.5752,0.5237,71.233,71.309,47.038,48.398,51.467,59.657,57.068,52.072,46.264,51.29,69.271,50.753,74.193,62.121,46.648,50.914,0.76893,41.406,52.121,70.288,59.911,45.271,0.57947,52.358,57.609,53.399,0.51707,69.615,57.966,53.713,0.38373,59.215,71.062,46.31,52.14,54.203,61.521,53.716,51.902,62.411,58.435,0.4397,57.572,58.347,2.2865,58.84,57.742,54.654,61.576,86.293,51.949,43.17,66.125,59.47,65.507,52.471,49.6,49.51,54.524,52.37,48.442,1.1075,48.304,59.447,61.649,44.796,0.59436,2.8036,46.807,74.103,54.653,57.185,1.061,55.871,4.3565,1.0514,56.378,4.3841,54.689,0.78694,56.001,43.788,49.936,1.4482,60.578,50.052,56.694,64.924,59.984,50.944,58.279,54.65,56.463,44.759,2.4992,57.391,0.72018,62.018,3.3893,50.556,54.945,50.46,55.613,0.78192,50.621,56.821,57.769,52.947,56.954,56.839,61.937,1.8549,59.121,45.049,56.195,0.3854,63.131,104.15,58.161,48.19,1.7521,3.2216,1.0059,51.702,52.005,52.801,49.233,65.759,49.396,2.4111,56.723,63.489,1.2637,0.38733,54.812,55.898,71.381,46.432,49.042,52.498,45.071,50.841,40.949,59.483,1.0813,43.226,47.473,1.083,81.532,59.342,49.317,0.58272,53.026,61.12,43.799,58.033,59.9,64.16,44.638,65.503,60.276,73.943,45.619,43.477,2.2284,75.703,55.251,50.865,63.849,60.986,1.3221,50.784,2.15,51.79,52.47,52.099,2.3479,51.682,76.58,48.742,43.468,2.5009,44.185,61.253,62.112,59.81,45.125,3.292,0.50324,59.675,43.115,46.856,2.8705,49.198,50.689,68.818,65.02,73.336,2.4739,65.726,44.252,3.7698,45.914,43.431,55.796,43.202
2.2204e-18,839,712,2.2204e-18,544,881,2.2204e-18,1042,1270,1422,1199,2.2204e-18,715,2.2204e-18,2.2204e-18,2.2204e-18,1141,1436,545,1169,2.2204e-18,1354,333,1211,1382,1339,527,1307,678,2.2204e-18,1470,1077,2.2204e-18,263,2.2204e-18,1210,2.2204e-18,1400,1210,1367,885,1353,562,1206,818,1340,2.2204e-18,719,1213,1010,2.2204e-18,2.2204e-18,996,1367,856,1460,841,710,255,1393,1190,2.2204e-18,696,2.2204e-18,883,1185,2.2204e-18,1027,1069,1044,2.2204e-18,2.2204e-18,1369,283,716,846,1024,472,274,1221,857,1207,1399,1026,299,528,851,1020,2.2204e-18,735,714,1354,274,1318,2.2204e-18,1001,1273,693,2.2204e-18,1362,545,1329,2.2204e-18,1378,1415,846,574,1193,498,1233,1014,1333,244,2.2204e-18,1393,306,2.2204e-18,940,1424,1015,521,1443,1344,865,1379,248,1408,1198,1351,1166,1232,999,857,2.2204e-18,872,281,267,714,2.2204e-18,2.2204e-18,703,327,703,701,2.2204e-18,1051,2.2204e-18,2.2204e-18,1258,2.2204e-18,1033,2.2204e-18,540.5,844,1025,2.2204e-18,690,897,680,1385,495,996,1283,1206,1223,829,2.2204e-18,1305,2.2204e-18,1090,2.2204e-18,719,1028,865,948,2.2204e-18,1194,690,699,1218,1257,712,268,2.2204e-18,543,721,1342,2.2204e-18,1421,1494,1258,847,2.2204e-18,2.2204e-18,2.2204e-18,1194,1235,880,1205,1386,1324,2.2204e-18,1328,1391,2.2204e-18,2.2204e-18,1050,1305,1380,893,1329,1030,853,1319,829,502,2.2204e-18,856,868,2.2204e-18,1519,505,700,2.2204e-18,1205,1284,705,487,479,980,845,296,488,1327,862,833,2.2204e-18,357,1380,1002,1327,499,2.2204e-18,1021,2.2204e-18,1203,1195,1211,2.2204e-18,1052,1362,1014,845,2.2204e-18,718,491,1349,1301,703,2.2204e-18,2.2204e-18,465,852,712,2.2204e-18,868,1213,1367,1346,1387,2.2204e-18,1388,1155,2.2204e-18,846,847,560,838
